IdLink,channel_name,active,LinkID,SrcDetectorId,SrcLatitude,SrcLongitude,DestDetectorId,DestLatitude,DestLongitude,LinkName,RouteDirectionName,SrcChannelId,DestChannelId,LineDistance_m,last_poll_time,LinkId,node_index
1,Saint-Michel-Industriel,1,LCh_10-16,10,"45,5760283333333","-73,6364616666667",16,"45,564785","-73,6449433333333",Charland:Saint-Michel a Papineau,O,11,17,1410,2019-07-02 18:44:59,LCh_10-16,14
3,Papineau-Henri-Bourassa,1,LHB_15-20,15,"45,5702683333333","-73,6588066666667",20,"45,555365","-73,6683933333333",Henri-Bourassa:Papineau a Lajeunesse,O,16,21,1818,2019-07-02 18:44:57,LHB_15-20,19
4,Henri-Bourassa-Lajeunesse,1,LHB_20-15,20,"45,555365","-73,6683933333333",15,"45,5702683333333","-73,6588066666667",Henri-Bourassa:Lajeunesse a Papineau,N,21,16,1818,2019-02-15 13:56:37,LHB_20-15,20
5,Henri-Bourassa-Lajeunesse,1,LHB_20-21,20,"45,555365","-73,6683933333333",21,"45,5349866666667","-73,6807116666667",Henri_Bourassa:Lajeunesse a Bourassa-Acadie,O,21,22,2460,2019-02-15 13:56:37,LHB_20-21,21
6,Henri-Bourassa-Acadie,1,LHB_21-20,21,"45,5349866666667","-73,6807116666667",20,"45,555365","-73,6683933333333",Henri_Bourassa:Acadie a Bourassa-Lajeunesse,E,22,21,2460,2019-07-02 18:45:02,LHB_21-20,22
9,Papineau-Henri-Bourassa,1,LPa_15-16,15,"45,5702683333333","-73,6588066666667",16,"45,564785","-73,6449433333333",Papineau:Henri-Bourassa a Charland,S,16,17,1240,2019-07-02 18:44:57,LPa_15-16,101
10,Papineau-charland,1,LPa_16-15,16,"45,564785","-73,6449433333333",15,"45,5702683333333","-73,6588066666667",Papineau: Charland a Henri-Bourassa,N,17,16,1240,2019-07-02 18:44:58,LPa_16-15,103
11,Papineau-charland,1,LPa_16-17,16,"45,564785","-73,6449433333333",17,"45,5564283333333","-73,626345",Papineau:Charland a Barnabe-Larocque,S,17,18,1707,2019-07-02 18:44:58,LPa_16-17,104
12,Papineau-Barnabe-Larocque,1,LPa_17-16,17,"45,5564283333333","-73,626345",16,"45,564785","-73,6449433333333",Papineau:Barnabe-Larocque a Charland,N,18,17,1720,2019-07-02 18:45:00,LPa_17-16,106
13,Papineau-Jean-talon,1,LPa_18-17,18,"45,5479416666667","-73,6069",17,"45,5564283333333","-73,626345",Papineau:Jean-Talon a Barnabe-Larocque,N,19,18,1784,2019-07-02 18:45:02,LPa_18-17,108
14,Papineau-Jean-talon,1,LPa_18-19,18,"45,5479416666667","-73,6069",19,"45,5407733333333","-73,5914716666667",Papineau:Jean-Talon a Rosemont,S,19,20,1442,2019-07-02 18:45:02,LPa_18-19,109
15,Papineau-Rosemont,1,LPa_19-18,19,"45,5407733333333","-73,5914716666667",18,"45,5479416666667","-73,6069",Papineau:Rosemont a Jean-Talon,N,20,19,1442,2019-07-02 18:45:00,LPa_19-18,110
18,Sherbrooke-Pie-IX,1,LSh_01-02,1,"45,5538466666667","-73,55452",2,"45,5652283333333","-73,5544283333333",Sherbrooke_N01: Pie-IX a Viau,N,3,2,1265,2019-07-02 18:44:47,LSh_01-02,219
19,Sherbrooke-Pie-IX,1,LSh_01-03,1,"45,5538466666667","-73,55452",3,"45,5734033333333","-73,54895",Sherbrooke_N11: Pie-IX a Dickson,N,3,4,2258,2019-07-02 18:44:47,LSh_01-03,220
20,Sherbrooke-Viau,1,LSh_02-01,2,"45,5652283333333","-73,5544283333333",1,"45,5538466666667","-73,55452",Sherbrooke_S02: Viau a Pie-IX,S,2,3,1265,2019-07-02 18:45:00,LSh_02-01,222
21,Sherbrooke-Viau,1,LSh_02-03,2,"45,5652283333333","-73,5544283333333",3,"45,5734033333333","-73,54895",Sherbrooke_N02: Viau a Dickson,N,2,4,1004,2019-07-02 18:45:00,LSh_02-03,223
22,Sherbrooke-Viau,1,LSh_02-04,2,"45,5652283333333","-73,5544283333333",4,"45,5827283333333","-73,5425",Sherbrooke_N12: Viau a Langelier,N,2,5,2013,2019-07-02 18:45:00,LSh_02-04,224
23,Sherbrooke-Dickson,1,LSh_03-02,3,"45,5734033333333","-73,54895",2,"45,5652283333333","-73,5544283333333",Sherbrooke_S03: Dickson a Viau,S,4,2,1004,2019-06-18 16:41:39,LSh_03-02,226
24,Sherbrooke-Dickson,1,LSh_03-04,3,"45,5734033333333","-73,54895",4,"45,5827283333333","-73,5425",Sherbrooke_N03: Dickson a Langelier,N,4,5,1153,2019-06-18 16:41:39,LSh_03-04,227
25,Sherbrooke-Langelier,1,LSh_04-02,4,"45,5827283333333","-73,5425",2,"45,5652283333333","-73,5544283333333",Sherbrooke_S14:Langelier a Viau,S,5,2,2013,2019-07-02 18:45:02,LSh_04-02,228
26,Sherbrooke-Langelier,1,LSh_04-03,4,"45,5827283333333","-73,5425",3,"45,5734033333333","-73,54895",Sherbrooke_S04: Langelier a Dickson,S,5,4,1153,2019-07-02 18:45:02,LSh_04-03,229
33,Sherbrooke-SaintDonat,1,LSh_07-08,7,"45,6009783333333","-73,532395",8,"45,6112","-73,5267083333333",Sherbrooke_N07: Saint-Donat a Fletcher,N,8,9,1219,2019-07-02 18:44:58,LSh_07-08,234
35,Sherbrooke-Fletcher,1,LSh_08-07,8,"45,6112","-73,5267083333333",7,"45,6009783333333","-73,532395",Sherbrooke_S08: Fletcher a Saint-Donat,S,9,8,1219,2019-07-02 18:44:57,LSh_08-07,235
36,Papineau-Barnabe-Larocque,1,LPa_17-18,17,"45,5564283333333","-73,626345",18,"45,5479416666667","-73,6069",Papineau:Barnabe-Larocque a Jean-Talon,E,18,19,1784,2019-07-02 18:45:00,LPa_17-18,107
39,Saint-Michel-Industriel,1,LSM_10-11,10,"45,5760283333333","-73,6364616666667",11,"45,5639066666667","-73,6096133333333",Saint-Michel:Industriel a Jarry,S,11,12,2487,2019-07-02 18:44:59,LSM_10-11,204
40,Saint-Michel-Jarry,1,LSM_11-10,11,"45,5639066666667","-73,6096133333333",10,"45,5760283333333","-73,6364616666667",Saint-Michel:Jarry a Industriel,N,12,11,2487,2019-07-02 18:44:58,LSM_11-10,205
41,Saint-Michel-Jarry,1,LSM_11-12,11,"45,5639066666667","-73,6096133333333",12,"45,5588366666667","-73,5981883333333",Saint-Michel:Jarry a Jean-Talon,S,12,13,1053,2019-07-02 18:44:58,LSM_11-12,206
42,Saint-Michel-Jean-Talon,1,LSM_12-11,12,"45,5588366666667","-73,5981883333333",11,"45,5639066666667","-73,6096133333333",Saint-Michel:Jean-Talon a Jarry,N,13,12,1053,2019-07-02 18:45:00,LSM_12-11,207
43,Saint-Michel-Jean-Talon,1,LSM_12-13,12,"45,5588366666667","-73,5981883333333",13,"45,553235","-73,5804083333333",Saint-Michel:Jean-Talon a Rosemount,E,13,14,1518,2019-07-02 18:45:00,LSM_12-13,208
44,Saint-Michel-Rosemont,1,LSM_13-12,13,"45,553235","-73,5804083333333",12,"45,5588366666667","-73,5981883333333",Saint-Michel:Rosemount a Jean-Talon,W,14,13,1518,2019-07-02 18:45:00,LSM_13-12,209
45,Saint-Michel-Rosemont,1,LSM_13-14,13,"45,553235","-73,5804083333333",14,"45,5471383333333","-73,5596483333333",Saint-Michel:Rosemount a Rachel,N,14,15,1753,2019-07-02 18:45:00,LSM_13-14,210
46,Saint-Michel-Rachel,1,LSM_14-13,14,"45,5471383333333","-73,5596483333333",13,"45,553235","-73,5804083333333",Saint-Michel:Rachel a Rosemont,S,15,14,1753,2019-07-02 18:44:57,LSM_14-13,211
48,Sherbrooke-Dickson,1,LSh_03-01,3,"45,5734033333333","-73,54895",1,"45,5538466666667","-73,55452",Sherbrooke_S13: Dickson a Pie-IX,S,4,3,2217,2019-06-18 16:41:39,LSh_03-01,225
53,Sherbrooke-PlaceVersailles,1,LSh_05-07,5,"45,5907783333333","-73,538455",7,"45,6009783333333","-73,532395",Sherbrooke_N15: PlaceVersailles a SaintDonat,N,6,8,1229,2019-07-02 18:45:00,LSh_05-07,232
55,Sherbrooke-Langelier,1,LSh_04-05,4,"45,5827283333333","-73,5425",5,"45,5907783333333","-73,538455",Sherbrooke_N04: Langelier a Place Versaille,N,5,6,949,2019-07-02 18:45:02,LSh_04-05,230
58,Sherbrooke-PlaceVersailles,1,LSh_05-04,5,"45,5907783333333","-73,538455",4,"45,5827283333333","-73,5425",Sherbrooke_S05: Place Versaille a Langelier,S,6,5,949,2019-07-02 18:45:00,LSh_05-04,231
64,Sherbrooke-SaintDonat,1,LSh_07-05,7,"45,6009783333333","-73,532395",5,"45,5907783333333","-73,538455",Sherbrooke_S17: SaintDonat a PlaceVersailles,S,8,6,1229,2019-07-02 18:44:58,LSh_07-05,233
65,Futaille-Notre-Dame,1,LND_52-54,52,"45,5808883333333","-73,5119433333333",54,"45,58461","-73,508695",NotreDame E NB:Futaille-Boucherville,N,62,34,484,2019-07-02 18:45:00,LND_52-54,73
66,Futaille-Notre-Dame,1,LND_52-55,52,"45,5808883333333","-73,5119433333333",55,"45,58586","-73,5080833333333",NotreDame E NB:Futaille-Curatteau,E,62,33,629,2019-07-02 18:45:00,LND_52-55,74
67,Notre-Dame-Boucherville,1,LND_54-52,54,"45,58461","-73,508695",52,"45,5808883333333","-73,5119433333333",NotreDame E SB:Boucherville-Futaille,S,34,62,484,2019-07-02 18:45:00,LND_54-52,76
68,Notre-Dame-Boucherville,1,LND_54-55,54,"45,58461","-73,508695",55,"45,58586","-73,5080833333333",NotrEDame E N:Boucherville-Curatteau,N,34,33,147,2019-07-02 18:45:00,LND_54-55,77
69,Notre-Dame-Curatteau,1,LND_55-52,55,"45,58586","-73,5080833333333",52,"45,5808883333333","-73,5119433333333",Notr-Dame E SB:Curatteau-Futaille,O,33,62,629,2019-07-02 18:45:01,LND_55-52,79
70,Notre-Dame-Curatteau,1,LND_55-54,55,"45,58586","-73,5080833333333",54,"45,58461","-73,508695",Notr-Dame E:W:Curatteau-Boucherville,S,33,34,147,2019-07-02 18:45:01,LND_55-54,80
71,Notre-Dame-Boucherville,1,LND_54-49,54,"45,58461","-73,508695",49,"45,5891933333333","-73,5204433333333",Curatteau WB:NotreDameE-Tellier,W,34,61,1046,2019-07-02 18:45:00,LND_54-49,75
73,Notre-Dame-Boucherville,1,LND_54-57,54,"45,58461","-73,508695",57,"45,5829166666667","-73,5085583333333",NotreDame-Port SB:Boucherville-OCR_Port,S,34,36,148,2019-07-02 18:45:00,LND_54-57,78
74,Notre-Dame-OCR-Port-Montreal,1,LND_57-54,57,"45,5829166666667","-73,5085583333333",54,"45,58461","-73,508695",NotreDame-Port NB:OCR_Port-Boucherville,N,36,34,188,2019-07-02 18:45:01,LND_57-54,83
76,Curatteau-Tellier,1,LND_49-54,49,"45,5891933333333","-73,5204433333333",54,"45,58461","-73,508695",Boucherville SB: Tellier-Notre-Dame,S,61,34,1046,2019-07-02 18:44:59,LND_49-54,71
79,Saint-Denis-Sherbrooke,1,LSD_30-31,30,"45,517","-73,567445",31,"45,52625","-73,5878883333333",Saint-Denis: Sherbrooke a Saint-Joseph,N,43,44,1896,2019-07-02 18:44:57,LSD_30-31,174
80,Saint-Denis-Saint-Joseph,1,LSD_31-30,31,"45,52625","-73,5878883333333",30,"45,517","-73,567445",Saint-Denis: Saint-Joseph a Sherbrooke,S,44,43,1896,2019-07-02 18:44:57,LSD_31-30,177
81,René-Lévesque-Robert-Bourassa,1,LRL_63-26,63,"45,5019166666667","-73,56736",26,"45,50525","-73,5646933333333",Rene-Levesque: Robert-Bourassa a Bleury,E,68,37,425,2019-07-02 18:45:01,LRL_63-26,143
82,Rene-Levesque-Bleury,1,LRL_26-63,26,"45,50525","-73,5646933333333",63,"45,5019166666667","-73,56736",Rene-Levesque: Bleury a Robert-Bourassa,O,37,68,425,2019-07-02 18:44:58,LRL_26-63,133
83,Rene-Levesque-Bleury,1,LRL_26-29,26,"45,50525","-73,5646933333333",29,"45,5127216666667","-73,5582216666667",Rene-Levesque: Bleury a Saint-Denis,E,37,42,972,2019-07-02 18:44:58,LRL_26-29,132
84,Saint-Denis-Rene-Levesque,1,LRL_29-26,29,"45,5127216666667","-73,5582216666667",26,"45,50525","-73,5646933333333",Rene-Levesque: Saint-Denis a Bleury,O,42,37,972,2019-07-02 18:45:01,LRL_29-26,136
85,Saint-Denis-Rene-Levesque,1,LRL_29-37,29,"45,5127216666667","-73,5582216666667",37,"45,5214166666667","-73,549805",Réne-Lévesque: Saint-Denis a Papineau,E,42,49,1168,2019-07-02 18:45:01,LRL_29-37,137
86,Papineau-René-Lévesque,1,LRL_37-29,37,"45,5214166666667","-73,549805",29,"45,5127216666667","-73,5582216666667",Réne-Lévesque: Papineau a Saint-Denis,O,49,42,1168,2019-07-02 18:44:59,LRL_37-29,141
87,Sherbrooke-Parc-Bleury,1,LBl_24-26,24,"45,5083616666667","-73,5712783333333",26,"45,50525","-73,5646933333333",Bleury: Sherbrooke a Réné-Lévesque,S,38,37,619,2018-09-26 06:07:02,LBl_24-26,5
88,Sherbrooke-Parc-Bleury,1,LPr_24-27,24,"45,5083616666667","-73,5712783333333",27,"45,5190283333333","-73,5943883333333",Parc: Sherbrooke a Saint-Joseph,N,38,39,2156,2018-09-26 06:07:02,LPr_24-27,126
89,Parc-Saint-Joseph,1,LPr_27-24,27,"45,5190283333333","-73,5943883333333",24,"45,5083616666667","-73,5712783333333",Parc: Saint-Joseph a Sherbrooke,S,39,38,2156,2019-07-02 18:44:57,LPr_27-24,128
90,Parc-Saint-Joseph,1,LPr_27-28,27,"45,5190283333333","-73,5943883333333",28,"45,52575","-73,6101666666667",Parc: Saint-Joseph a Van Horne,N,39,40,1439,2019-07-02 18:44:57,LPr_27-28,129
91,Parc-Rosemont-Van Horne,1,LPr_28-27,28,"45,52575","-73,6101666666667",27,"45,5190283333333","-73,5943883333333",Parc: Van Horne a Saint-Joseph,S,40,39,1439,2019-07-02 18:44:59,LPr_28-27,131
92,Parc-Rosemont-Van Horne,1,LPr_28-25,28,"45,52575","-73,6101666666667",25,"45,5302216666667","-73,6223333333333",Parc: Van Horne a Jean-Talon,N,40,41,1070,2019-07-02 18:44:59,LPr_28-25,130
93,Parc-Jean-Talon,1,LPr_25-28,25,"45,5302216666667","-73,6223333333333",28,"45,52575","-73,6101666666667",Parc: Jean-Talon a Van Horne,S,41,40,1070,2019-07-02 18:45:02,LPr_25-28,127
94,Sherbrooke-Parc-Bleury,1,LSh_24-30,24,"45,5083616666667","-73,5712783333333",30,"45,517","-73,567445",Sherbrooke: Parc-Bleury a Saint-Denis,E,38,43,1006,2018-09-26 06:07:02,LSh_24-30,236
95,Saint-Denis-Sherbrooke,1,LSh_30-24,30,"45,517","-73,567445",24,"45,5083616666667","-73,5712783333333",Sherbrooke: Saint-Denis a Parc-Bleury,O,43,38,1006,2019-07-02 18:44:57,LSh_30-24,239
100,Lorimier-Sherbrooke,1,LSh_40-01,40,"45,53075","-73,563055",1,"45,5538466666667","-73,55452",Sherbrooke: Lorimier a Pie-IX,E,53,3,2653,2019-07-02 18:44:57,LSh_40-01,242
101,Sherbrooke-Pie-IX,1,LSh_01-40,1,"45,5538466666667","-73,55452",40,"45,53075","-73,563055",Sherbrook: Pie-IX a Lorimier,O,3,53,2653,2019-07-02 18:44:47,LSh_01-40,221
102,Sherbrooke-Pie-IX,1,LPi_01-48,1,"45,5538466666667","-73,55452",48,"45,5484716666667","-73,5355",Pie-IX: Sherbrooke a Saint-Catherine,S,3,60,1597,2019-07-02 18:44:47,LPi_01-48,114
103,Pie-IX-Ste-Catherine,1,LPi_48-01,48,"45,5484716666667","-73,5355",1,"45,5538466666667","-73,55452",Pie-IX: Saint-Catherine a Sherbrooke,N,60,3,1597,2019-07-02 18:44:57,LPi_48-01,123
104,Saint-Denis-Saint-Joseph,1,LSD_31-32,31,"45,52625","-73,5878883333333",32,"45,531055","-73,5984716666667",Saint-Denis: Saint-Joseph a Rosemont,N,44,45,982,2019-07-02 18:44:57,LSD_31-32,178
105,St-Denis-Rosemont-Van Horne,1,LSD_32-31,32,"45,531055","-73,5984716666667",31,"45,52625","-73,5878883333333",Saint-Denis: Rosemont a Saint-Joseph,S,45,44,982,2019-07-02 18:44:59,LSD_32-31,180
106,St-Denis-Rosemont-Van Horne,1,LSD_32-33,32,"45,531055","-73,5984716666667",33,"45,5382766666667","-73,6144433333333",Saint-Denis: Rosemont a Jean-Talon,N,45,46,1480,2019-07-02 18:44:59,LSD_32-33,181
107,St-Denis-Jean-Talon,1,LSD_33-32,33,"45,5382766666667","-73,6144433333333",32,"45,531055","-73,5984716666667",Saint-Denis: Jean-Talon a Rosemont,S,46,45,1480,2019-07-02 18:45:02,LSD_33-32,182
119,Parc-Saint-Joseph,1,LSJ_27-31,27,"45,5190283333333","-73,5943883333333",31,"45,52625","-73,5878883333333",Saint-Joseph: Parc a Saint-Denis,E,39,44,949,2019-07-02 18:44:57,LSJ_27-31,194
120,Saint-Denis-Saint-Joseph,1,LSJ_31-27,31,"45,52625","-73,5878883333333",27,"45,5190283333333","-73,5943883333333",Saint-Joseph: Saint-Denis a Parc,O,44,39,949,2019-07-02 18:44:57,LSJ_31-27,195
122,Saint-Denis-Saint-Joseph,1,LSJ_31-39,31,"45,52625","-73,5878883333333",39,"45,53525","-73,5795266666667",Saint-Joseph: Saint-Denis a Papineau,E,44,52,1194,2019-07-02 18:44:57,LSJ_31-39,196
123,Papineau-Saint-Joseph,1,LSJ_39-31,39,"45,53525","-73,5795266666667",31,"45,52625","-73,5878883333333",Saint-Joseph: Papineau a Saint-Denis,O,52,44,1194,2019-07-02 18:44:58,LSJ_39-31,197
124,Papineau-Saint-Joseph,1,LSJ_39-41,39,"45,53525","-73,5795266666667",41,"45,5374716666667","-73,5773883333333",Saint-Joseph: Papineau a Lorimier,E,52,54,298,2019-07-02 18:44:58,LSJ_39-41,198
126,Lorimier-Saint-Joseph,1,LSJ_41-39,41,"45,5374716666667","-73,5773883333333",39,"45,53525","-73,5795266666667",Saint-Joseph: Lorimier a Papineau,O,54,52,298,2019-07-02 18:45:01,LSJ_41-39,199
127,Parc-Jean-Talon,1,LJT_25-33,25,"45,5302216666667","-73,6223333333333",33,"45,5382766666667","-73,6144433333333",Jean Talon: Parc a Saint-Denis,E,41,46,1087,2019-07-02 18:45:02,LJT_25-33,28
128,St-Denis-Jean-Talon,1,LJT_33-25,33,"45,5382766666667","-73,6144433333333",25,"45,5302216666667","-73,6223333333333",Jean Talon: Saint-Denis a Parc,O,46,41,1087,2019-07-02 18:45:02,LJT_33-25,29
129,St-Denis-Jean-Talon,1,LJT_33-36,33,"45,5382766666667","-73,6144433333333",36,"45,5425","-73,6119716666667",Jean Talon: Saint-Denis a Christophe-Colomb,E,46,50,507,2019-07-02 18:45:02,LJT_33-36,30
130,Christophe-Colomb-Jean-Talon,1,LJT_36-33,36,"45,5425","-73,6119716666667",33,"45,5382766666667","-73,6144433333333",Jean Talon: Christophe-Colomb a Saint-Denis,O,50,46,507,2019-07-02 18:44:58,LJT_36-33,32
131,Christophe-Colomb-Jean-Talon,1,LJT_36-18,36,"45,5425","-73,6119716666667",18,"45,5479416666667","-73,6069",Jean Talon: Christophe-Colomb a Papineau,E,50,19,722,2019-07-02 18:44:58,LJT_36-18,31
132,Papineau-Jean-talon,1,LJT_18-36,18,"45,5479416666667","-73,6069",36,"45,5425","-73,6119716666667",Jean Talon: Papineau a Christophe-Colomb,O,19,50,722,2019-07-02 18:45:02,LJT_18-36,26
133,Papineau-Jean-talon,1,LJT_18-43,18,"45,5479416666667","-73,6069",43,"45,55025","-73,6049166666667",Jean Talon: Papineau a Lorimier,E,19,56,300,2019-07-02 18:45:02,LJT_18-43,27
135,Lorimier-Jean-Talon,1,LJT_43-18,43,"45,55025","-73,6049166666667",18,"45,5479416666667","-73,6069",Jean Talon: Lorimier a Papineau,O,56,19,300,2019-07-02 18:44:58,LJT_43-18,34
136,Lorimier-Jean-Talon,1,LJT_43-12,43,"45,55025","-73,6049166666667",12,"45,5588366666667","-73,5981883333333",Jean Talon: Lorimier a Saint-Michel,E,56,13,1089,2019-07-02 18:44:58,LJT_43-12,33
137,Saint-Michel-Jean-Talon,1,LJT_12-43,12,"45,5588366666667","-73,5981883333333",43,"45,55025","-73,6049166666667",Jean Talon: Saint-Michel a Lorimier,O,13,56,1089,2019-07-02 18:45:00,LJT_12-43,25
138,Parc-Rosemont-Van Horne,1,LVH_28-32,28,"45,52575","-73,6101666666667",32,"45,531055","-73,5984716666667",Van Horne: Parc a Saint-Denis,E,40,45,1086,2019-07-02 18:44:59,LVH_28-32,253
139,St-Denis-Rosemont-Van Horne,1,LVH_32-28,32,"45,531055","-73,5984716666667",28,"45,52575","-73,6101666666667",Van Horne: Saint-Denis a Parc,O,45,40,1086,2019-07-02 18:44:59,LVH_32-28,254
140,St-Denis-Rosemont-Van Horne,1,LRo_32-35,32,"45,531055","-73,5984716666667",35,"45,5349166666667","-73,5949716666667",Rosemont: Saint-Denis a Christophe-Colomb,E,45,48,508,2019-07-02 18:44:59,LRo_32-35,161
141,Christophe-Colomb-Rosemont,1,LRo_35-32,35,"45,5349166666667","-73,5949716666667",32,"45,531055","-73,5984716666667",Rosemont: Christophe-Colomb a Saint-Denis,O,48,45,508,2019-07-02 18:44:59,LRo_35-32,163
142,Christophe-Colomb-Rosemont,1,LRo_35-19,35,"45,5349166666667","-73,5949716666667",19,"45,5407733333333","-73,5914716666667",Rosemont: Christophe-Colomb a Papineau,E,48,20,705,2019-07-02 18:44:59,LRo_35-19,162
143,Papineau-Rosemont,1,LRo_19-35,19,"45,5407733333333","-73,5914716666667",35,"45,5349166666667","-73,5949716666667",Rosemont: Papineau a Christophe-Colomb,O,20,48,705,2019-07-02 18:45:00,LRo_19-35,159
144,Christophe-Colomb-Saint-Grégroire,1,LCC_34-35,34,"45,53261","-73,59025",35,"45,5349166666667","-73,5949716666667",Christophe-Colomb: Saint-Gregoire a Rosemont,N,47,48,448,2019-07-02 18:44:58,LCC_34-35,9
145,Christophe-Colomb-Rosemont,1,LCC_35-34,35,"45,5349166666667","-73,5949716666667",34,"45,53261","-73,59025",Christophe-Colomb: Rosemont a Saint-Gregoire,S,48,47,448,2019-07-02 18:44:59,LCC_35-34,10
146,Christophe-Colomb-Rosemont,1,LCC_35-36,35,"45,5349166666667","-73,5949716666667",36,"45,5425","-73,6119716666667",Christophe-Colomb: Rosemont a Jean Talon,N,48,50,1570,2019-07-02 18:44:59,LCC_35-36,11
147,Christophe-Colomb-Jean-Talon,1,LCC_36-35,36,"45,5425","-73,6119716666667",35,"45,5349166666667","-73,5949716666667",Christophe-Colomb: Jean Talon a Rosemont,S,50,48,1570,2019-07-02 18:44:58,LCC_36-35,12
152,Papineau-Saint-Joseph,1,LPa_39-19,39,"45,53525","-73,5795266666667",19,"45,5407733333333","-73,5914716666667",Papineau: Saint-Joseph a Rosemont,N,52,20,1114,2019-07-02 18:44:58,LPa_39-19,112
153,Papineau-Rosemont,1,LPa_19-39,19,"45,5407733333333","-73,5914716666667",39,"45,53525","-73,5795266666667",Papineau: Rosemont a Saint-Joseph,S,20,52,1114,2019-07-02 18:45:00,LPa_19-39,111
155,Lorimier-Sherbrooke,1,LLo_40-41,40,"45,53075","-73,563055",41,"45,5374716666667","-73,5773883333333",Lorimier: Sherbrooke a Saint-Joseph,N,53,54,1343,2019-07-02 18:44:57,LLo_40-41,36
156,Lorimier-Saint-Joseph,1,LLo_41-42,41,"45,5374716666667","-73,5773883333333",42,"45,543055","-73,5892766666667",Lorimier: Saint-Joseph a Rosemont,N,54,55,1115,2019-07-02 18:45:01,LLo_41-42,37
157,Lorimier-Rosemont,1,LLo_42-41,42,"45,543055","-73,5892766666667",41,"45,5374716666667","-73,5773883333333",Lorimier: Rosemont a Saint-Joseph,S,55,54,1115,2019-07-02 18:44:59,LLo_42-41,38
158,Lorimier-Rosemont,1,LLo_42-43,42,"45,543055","-73,5892766666667",43,"45,55025","-73,6049166666667",Lorimier: Rosemont a Jean-Talon,N,55,56,1457,2019-07-02 18:44:59,LLo_42-43,39
159,Lorimier-Jean-Talon,1,LLo_43-42,43,"45,55025","-73,6049166666667",42,"45,543055","-73,5892766666667",Lorimier: Jean-Talon a Rosemont,S,56,55,1457,2019-07-02 18:44:58,LLo_43-42,40
160,Pie-IX-Hérelle,1,LPi_46-45,46,"45,5726933333333","-73,6053333333333",45,"45,582805","-73,6282216666667",Pie-IX: Hérelle a 56e,N,59,58,2107,2019-02-28 14:16:46,LPi_46-45,119
162,Pie-IX-56e,1,LPi_45-46,45,"45,582805","-73,6282216666667",46,"45,5726933333333","-73,6053333333333",Pie-IX: 56e a Hérelle,S,58,59,2107,2018-09-26 06:07:00,LPi_45-46,118
172,Pie-IX-56e,1,LPi_45-44,45,"45,582805","-73,6282216666667",44,"45,595805","-73,6425",Pie-IX: 56e a Henri-Bourassa,N,58,57,1823,2018-09-26 06:07:00,LPi_45-44,117
173,Pie-IX-Henri-Bourassa,1,LPi_44-45,44,"45,595805","-73,6425",45,"45,582805","-73,6282216666667",Pie-IX: Henri-Bourassa a 56e,S,57,58,1823,2019-07-02 18:44:59,LPi_44-45,115
174,Notre-Dame-Curatteau,1,LND_55-56,55,"45,58586","-73,5080833333333",56,"45,5885","-73,5087766666667",Notre-Dame: Curatteau a Honoré-Beaugrand,E,33,71,299,2019-07-02 18:45:01,LND_55-56,81
177,Honoré-Beaugrand-Notre-Dame,1,LND_56-55,56,"45,5885","-73,5087766666667",55,"45,58586","-73,5080833333333",Notre-Dame: Honoré-Beaugrand a Curatteau,O,71,33,299,2019-07-02 18:44:34,LND_56-55,82
178,Sherbrooke-Pie-IX,1,LPi_01-47,1,"45,5538466666667","-73,55452",47,"45,5642216666667","-73,5847216666667",Pie-IX: Sherbrooke a Poste de Détection,N,3,70,2619,2019-07-02 18:44:47,LPi_01-47,113
179,Pie-IX-Poste de détection,1,LPi_47-01,47,"45,5642216666667","-73,5847216666667",1,"45,5538466666667","-73,55452",Pie-IX: Poste de Détection a Sherbrooke,S,70,3,2619,2019-03-05 14:01:14,LPi_47-01,121
180,Pie-IX-Poste de détection,1,LPi_47-46,47,"45,5642216666667","-73,5847216666667",46,"45,5726933333333","-73,6053333333333",Pie-IX: Poste de Détection a Hérelle,N,70,59,1860,2019-03-05 14:01:14,LPi_47-46,122
181,Pie-IX-Hérelle,1,LPi_46-47,46,"45,5726933333333","-73,6053333333333",47,"45,5642216666667","-73,5847216666667",Pie-IX: Hérelle a Poste de Détection,S,59,70,1860,2019-02-28 14:16:46,LPi_46-47,120
182,Saint-Denis-Sherbrooke,1,LSD_30-29,30,"45,517","-73,567445",29,"45,5127216666667","-73,5582216666667",Saint-Denis: Sherbrooke a Rene-Levesque,S,43,42,862,2019-07-02 18:44:57,LSD_30-29,173
183,Papineau-Rosemont,1,LRo_19-42,19,"45,5407733333333","-73,5914716666667",42,"45,543055","-73,5892766666667",Rosemont: Papineau a Lorimier,E,20,55,306,2019-07-02 18:45:00,LRo_19-42,160
